cik,company,event_date,prior_event_date,n_events,all_event_dates,source,chapter,sic,is_primary_filer,date_discrepancy_days,in_window
918944,"MediaNews Group, Inc. (Affiliated Media, Inc. only)",2010-01-22,,1,2010-01-22,LOPUCKI,11,2711,1,,1
1143566,EVERGREENBANCORP INC,2010-01-25,,1,2010-01-25,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6035,1,-123,1
1010002,COLUMBIA BANCORP \OR\,2010-01-26,,1,2010-01-26,8K_SUBMISSIONS,,6022.0,1,,1
878808,FIRSTGOLD CORP.,2010-01-29,,1,2010-01-29,8K_FTS+8K_SUBMISSIONS,,1040,1,,1
356708,FIRST REGIONAL BANCORP,2010-02-01,,2,2010-02-01;2012-10-23,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1409136,"Yippy, Inc.",2010-02-01,,1,2010-02-01,8K_SUBMISSIONS,,7372.0,1,,1
1296595,CROSS CANYON ENERGY CORP.,2010-02-02,,1,2010-02-02,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
1115568,WGNB CORP,2010-02-02,,1,2010-02-02,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
1170902,FLORIDA COMMUNITY BANKS INC,2010-02-02,,1,2010-02-02,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
925178,"Movie Gallery, Inc. (2010)",2010-02-02,2007-10-16,2,2007-10-16;2010-02-02,LOPUCKI,11,7841,1,,1
1355804,Spheris Inc.,2010-02-03,,1,2010-02-03,LOPUCKI,11,7389,1,,1
855667,"Neenah Enterprises, Inc. (2010)",2010-02-03,,1,2010-02-03,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3320,1,1,1
1040599,NEENAH FOUNDRY CO,2010-02-04,2003-08-05,2,2003-08-05;2010-02-04,8K_FTS+8K_SUBMISSIONS,,3320,1,,1
1307425,CARBIZ INC,2010-02-12,,1,2010-02-12,8K_FTS+8K_SUBMISSIONS,,5500,1,,1
1129695,"BioAuthorize Holdings, Inc.",2010-02-18,,1,2010-02-18,8K_FTS+8K_SUBMISSIONS,,6552,1,,1
1221354,MARCO COMMUNITY BANCORP INC,2010-02-25,,1,2010-02-25,8K_FTS+8K_SUBMISSIONS,,6035,1,,1
919226,SMURFIT STONE CONTAINER CORP,2010-02-25,2009-01-26,2,2009-01-26;2010-02-25,8K_FTS+8K_SUBMISSIONS,,2631,1,,1
771485,PDG ENVIRONMENTAL INC,2010-02-26,,1,2010-02-26,8K_FTS+8K_SUBMISSIONS,,4955,1,,1
913015,REGENT COMMUNICATIONS INC,2010-03-01,,1,2010-03-01,8K_FTS+8K_SUBMISSIONS,,4832,1,,1
1243800,RAINIER PACIFIC FINANCIAL GROUP INC,2010-03-01,,2,2010-03-01;2013-01-28,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
38570,"Orleans Homebuilders, Inc.",2010-03-01,,1,2010-03-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1531,1,2,1
937969,BERTHEL GROWTH & INCOME TRUST I,2010-03-05,2009-01-08,2,2009-01-08;2010-03-05,8K_FTS+8K_SUBMISSIONS,,,1,,1
920317,US DRY CLEANING CORP,2010-03-05,2005-01-20,3,2005-01-20;2010-03-05;2011-09-29,8K_FTS+8K_SUBMISSIONS,,7200,1,,1
1125532,"VERTICAL BRANDING, INC.",2010-03-05,,1,2010-03-05,8K_FTS+8K_SUBMISSIONS,,5960,1,,1
1050112,ANTHRACITE CAPITAL INC,2010-03-15,,1,2010-03-15,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6798,1,0,1
1019883,APPALACHIAN BANCSHARES INC,2010-03-24,,1,2010-03-24,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1287151,XERIUM TECHNOLOGIES INC,2010-03-30,,1,2010-03-30,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2221,1,0,1
949228,BEACH FIRST NATIONAL BANCSHARES INC,2010-04-12,,1,2010-04-12,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6021,1,-32,1
1137469,"NOVA BIOSOURCE FUELS, INC.",2010-04-14,2009-04-01,2,2009-04-01;2010-04-14,8K_FTS+8K_SUBMISSIONS,,2911,1,,1
899166,"POINT BLANK SOLUTIONS, INC.",2010-04-14,,1,2010-04-14,8K_FTS+8K_SUBMISSIONS,,3842,1,,1
1099980,TAMALPAIS BANCORP,2010-04-19,,1,2010-04-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6022,1,-158,1
758256,Saint James CO,2010-04-22,,1,2010-04-22,8K_FTS+8K_SUBMISSIONS,,9995,1,,1
1322705,Spansion Inc.,2010-04-22,2009-03-01,2,2009-03-01;2010-04-22,8K_FTS+8K_SUBMISSIONS,,3674,1,,1
878774,American Mortgage Acceptance Company,2010-04-26,,1,2010-04-26,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,2,1
1070510,SARS CORP.,2010-04-27,,1,2010-04-27,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
1073429,US CONCRETE INC,2010-04-29,,1,2010-04-29,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3272,1,0,1
1016933,R&G FINANCIAL CORP,2010-04-30,,1,2010-04-30,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
716457,FRONTIER FINANCIAL CORP /WA/,2010-05-03,,1,2010-05-03,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1161924,"MiddleBrook Pharmaceuticals, Inc.",2010-05-04,,1,2010-05-04,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1084887,W HOLDING CO INC,2010-05-04,,1,2010-05-04,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1164554,EUROBANCSHARES INC,2010-05-04,,1,2010-05-04,8K_FTS+8K_SUBMISSIONS,,6029,1,,1
1127442,CITIZENS FIRST BANCORP INC,2010-05-06,,1,2010-05-06,8K_FTS+8K_SUBMISSIONS,,6036,1,,1
1330487,CHEM RX CORP,2010-05-12,,1,2010-05-12,8K_FTS+8K_SUBMISSIONS,,6770,1,,1
1047153,CERTIFIED DIABETIC SERVICES INC,2010-05-13,,1,2010-05-13,8K_FTS+8K_SUBMISSIONS,,8090,1,,1
1380712,1st Pacific Bancorp,2010-05-13,,1,2010-05-13,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
318259,"MDI, INC.",2010-05-14,,1,2010-05-14,8K_FTS+8K_SUBMISSIONS,,3861,1,,1
1057725,Neff Corp.,2010-05-16,,1,2010-05-16,LOPUCKI,11,7359,1,,1
1051379,MIDWEST BANC HOLDINGS INC,2010-05-20,,1,2010-05-20,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6021,1,-92,1
1310527,"Anpath Group, Inc.",2010-05-26,,1,2010-05-26,8K_FTS+8K_SUBMISSIONS,,2842,1,,1
1082368,BANK OF FLORIDA CORP,2010-06-01,,2,2010-06-01;2011-06-28,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
38984,FREMONT GENERAL CORP,2010-06-01,2008-06-18,3,2008-06-18;2010-06-01;2017-11-17,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1180743,"CERAGENIX PHARMACEUTICALS, INC.",2010-06-03,,1,2010-06-03,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
1047290,"Newark Group, Inc.",2010-06-09,,1,2010-06-09,LOPUCKI,11,2631,1,,1
23341,CONGOLEUM CORP,2010-06-10,,1,2010-06-10,8K_FTS+8K_SUBMISSIONS,,3089,1,,1
1003429,REUNION INDUSTRIES INC,2010-06-11,2007-11-29,2,2007-11-29;2010-06-11,8K_FTS+8K_SUBMISSIONS,,3089,1,,1
778164,"Pacific Ethanol, Inc.  (ALTO)",2010-06-11,2009-05-18,2,2009-05-18;2010-06-11,8K_FTS+8K_SUBMISSIONS,,2860,1,,1
1364099,"Innophos Holdings, Inc.",2010-06-17,,1,2010-06-17,8K_SUBMISSIONS,,5160.0,1,,1
1066961,"Infosmart Group, Inc.",2010-06-18,,1,2010-06-18,8K_FTS+8K_SUBMISSIONS,,3652,1,,1
1170605,TierOne Corporation,2010-06-24,,1,2010-06-24,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6035,1,12,1
1234383,BANK HOLDINGS,2010-06-24,,1,2010-06-24,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6022,1,-189,1
1163958,MEDICAL STAFFING NETWORK HOLDINGS INC,2010-07-09,,1,2010-07-09,8K_FTS+8K_SUBMISSIONS,,7363,1,,1
1211805,TOPSPIN MEDICAL INC  (MYSZ),2010-07-13,,1,2010-07-13,8K_FTS+8K_SUBMISSIONS,,3845,1,,1
899647,RIVIERA HOLDINGS CORP,2010-07-14,,1,2010-07-14,8K_FTS+8K_SUBMISSIONS,,7011,1,,1
1089787,BAY NATIONAL CORP,2010-07-15,,1,2010-07-15,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
1305748,HEALTHCARE PROVIDERS DIRECT INC.,2010-07-16,,1,2010-07-16,8K_FTS+8K_SUBMISSIONS,,5047,1,,1
806817,JENNIFER CONVERTIBLES INC,2010-07-20,,1,2010-07-20,8K_FTS+8K_SUBMISSIONS,,5712,1,,1
1095274,FIRST NATIONAL BANCSHARES INC /SC/,2010-07-21,,1,2010-07-21,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6021,1,-163,1
1084727,Nexity Financial Corporation,2010-07-22,,1,2010-07-22,LOPUCKI,11,6022,1,,1
1116694,CAPITAL GROWTH SYSTEMS INC /FL/,2010-07-23,,1,2010-07-23,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
883476,CRESCENT BANKING CO,2010-07-26,,1,2010-07-26,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1141590,PLAYLOGIC ENTERTAINMENT INC,2010-07-27,,1,2010-07-27,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
819551,ILX RESORTS INC,2010-07-28,2009-03-02,2,2009-03-02;2010-07-28,8K_FTS+8K_SUBMISSIONS,,6532,1,,1
894267,COWLITZ BANCORPORATION,2010-08-02,,1,2010-08-02,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1059397,KOLORFUSION INTERNATIONAL INC,2010-08-02,,1,2010-08-02,8K_FTS+8K_SUBMISSIONS,,2750,1,,1
74783,ACCEPTANCE INSURANCE COMPANIES INC,2010-08-10,2005-01-07,2,2005-01-07;2010-08-10,8K_FTS+8K_SUBMISSIONS,,6331,1,,1
314132,FLEETWOOD ENTERPRISES INC/DE/,2010-08-11,2009-03-10,2,2009-03-10;2010-08-11,8K_FTS+8K_SUBMISSIONS,,3716,1,,1
1093273,MAGNA ENTERTAINMENT CORP,2010-08-12,2009-03-05,2,2009-03-05;2010-08-12,8K_FTS+8K_SUBMISSIONS,,7948,1,,1
1157443,"nCoat, Inc.",2010-08-16,,1,2010-08-16,8K_FTS+8K_SUBMISSIONS,,3470,1,,1
714756,"AMCORE Financial, Inc.",2010-08-19,,1,2010-08-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6021,1,1,1
1329184,"Chartwell International, Inc.",2010-08-20,,1,2010-08-20,8K_FTS+8K_SUBMISSIONS,,4011,1,,1
878731,FINLAY ENTERPRISES INC /DE,2010-08-24,2009-08-05,2,2009-08-05;2010-08-24,8K_FTS+8K_SUBMISSIONS,,5944,1,,1
1170833,COMMUNITY VALLEY BANCORP,2010-08-25,,1,2010-08-25,8K_FTS+8K_SUBMISSIONS,,6035,1,,1
1120427,SONOMA VALLEY BANCORP,2010-08-25,,1,2010-08-25,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
947425,PROFESSIONAL VETERINARY PRODUCTS LTD /NE/,2010-08-25,,2,2010-08-25;2011-12-15,8K_FTS+8K_SUBMISSIONS,,5099,1,,1
921549,"Trico Marine Services, Inc. (2010)",2010-08-25,2004-12-21,2,2004-12-21;2010-08-25,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4400,1,1,1
1111335,VISTEON CORP  (VC),2010-09-07,2009-05-28,2,2009-05-28;2010-09-07,8K_FTS+8K_SUBMISSIONS,,3714,1,,1
1063997,"Harrington West Financial Group, Inc.",2010-09-10,,1,2010-09-10,LOPUCKI,11,6035,1,,1
1122887,JAVA DETOUR INC.,2010-09-10,,1,2010-09-10,8K_FTS+8K_SUBMISSIONS,,5400,1,,1
898660,STATION CASINOS INC,2010-09-15,2009-07-28,2,2009-07-28;2010-09-15,8K_FTS+8K_SUBMISSIONS,,7990,1,,1
1074458,HORIZON BANCORPORATION INC,2010-09-17,,1,2010-09-17,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
1402364,"Ultimate Escapes, Inc.",2010-09-20,,1,2010-09-20,8K_FTS+8K_SUBMISSIONS,,7011,1,,1
1085734,Blockbuster Inc.,2010-09-23,,1,2010-09-23,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7841,1,1,1
1083036,ELECTRONIC GAME CARD INC,2010-09-29,,1,2010-09-29,8K_FTS+8K_SUBMISSIONS,,3990,1,,1
1240722,SOLOMON TECHNOLOGIES INC,2010-09-30,,1,2010-09-30,8K_FTS+8K_SUBMISSIONS,,3621,1,,1
1393614,"Kentucky USA Energy, Inc.",2010-10-07,,1,2010-10-07,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
913665,TerreStar Corporation (TerreStar Networks Inc. only) (2010),2010-10-19,,1,2010-10-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4899,1,3,1
1289370,MetaMorphix Inc.,2010-10-22,,1,2010-10-22,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
904901,WatchIt Technologies Inc.,2010-10-22,,1,2010-10-22,8K_SUBMISSIONS,,7389.0,1,,1
895648,GENERAL GROWTH PROPERTIES INC,2010-10-27,2009-04-16,2,2009-04-16;2010-10-27,8K_FTS+8K_SUBMISSIONS,,6798,1,,1
726990,AMERICANWEST BANCORPORATION,2010-10-28,,2,2010-10-28;2013-09-06,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6022,1,0,1
1310094,ACCENTIA BIOPHARMACEUTICALS INC,2010-11-02,2008-11-10,2,2008-11-10;2010-11-02,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
704384,BIOVEST INTERNATIONAL INC,2010-11-02,2008-11-10,3,2008-11-10;2010-11-02;2013-03-07,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1091862,Chemtura CORP,2010-11-04,2009-03-18,2,2009-03-18;2010-11-04,8K_FTS+8K_SUBMISSIONS,,2820,1,,1
1405419,GULFSTREAM INTERNATIONAL GROUP INC,2010-11-05,,1,2010-11-05,8K_FTS+8K_SUBMISSIONS,,4512,1,,1
104599,CIRCUIT CITY STORES INC,2010-11-05,2008-11-10,2,2008-11-10;2010-11-05,8K_FTS+8K_SUBMISSIONS,,5731,1,,1
874501,"Ambac Financial Group, Inc.",2010-11-08,,2,2010-11-08;2012-03-20,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6351,1,2,1
1284453,VISUAL MANAGEMENT SYSTEMS INC,2010-11-10,,1,2010-11-10,8K_FTS+8K_SUBMISSIONS,,3669,1,,1
1178717,"Vertis, Inc. (2010)",2010-11-17,2008-07-15,2,2008-07-15;2010-11-17,LOPUCKI,11,7311,1,,1
853927,"American Media Operations, Inc.",2010-11-17,,1,2010-11-17,LOPUCKI,11,2721,1,,1
1439600,"Local Insight Regatta Holdings, Inc.",2010-11-17,,1,2010-11-17,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2741,1,1,1
1328910,TRONOX INC,2010-11-23,2009-01-12,2,2009-01-12;2010-11-23,8K_FTS+8K_SUBMISSIONS,,2810,1,,1
923473,"Palm Harbor Homes, Inc.",2010-11-29,,1,2010-11-29,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2452,1,1,1
1393066,AbitibiBowater Inc.,2010-11-30,2009-04-16,2,2009-04-16;2010-11-30,8K_FTS+8K_SUBMISSIONS,,2621,1,,1
1329605,PLATINUM ENERGY RESOURCES INC,2010-12-01,,1,2010-12-01,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
928800,KH FUNDING CO,2010-12-06,,1,2010-12-06,8K_FTS+8K_SUBMISSIONS,,6162,1,,1
840216,CALIFORNIA COASTAL COMMUNITIES INC,2010-12-08,2009-10-27,3,1997-07-14;2009-10-27;2010-12-08,8K_FTS+8K_SUBMISSIONS,,1531,1,,1
1452206,"Ad Systems Communications, Inc.",2010-12-09,,1,2010-12-09,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
1410637,"RHI Entertainment, Inc.",2010-12-10,,1,2010-12-10,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7812,1,3,1
43300,"Great Atlantic & Pacific Tea Company, Inc.",2010-12-12,,2,2010-12-12;2012-03-05,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5411,1,3,1
1340752,"Molecular Insight Pharmaceuticals, Inc.",2010-12-14,,1,2010-12-14,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1145238,INSIGHT HEALTH SERVICES HOLDINGS CORP,2010-12-14,2007-05-29,2,2007-05-29;2010-12-14,8K_FTS+8K_SUBMISSIONS,,8071,1,,1
1406574,"SINOHUB, INC.",2011-01-03,,1,2011-01-03,8K_FTS+8K_SUBMISSIONS,,5065,1,,1
29806,Constar International Inc. (2011),2011-01-11,2008-12-30,2,2008-12-30;2011-01-11,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3080,1,7,1
1062613,FAIRPOINT COMMUNICATIONS INC,2011-01-14,2009-10-26,2,2009-10-26;2011-01-14,8K_FTS+8K_SUBMISSIONS,,4813,1,,1
1295879,CommunitySouth Financial CORP,2011-01-24,,1,2011-01-24,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
1092302,JAVO BEVERAGE CO INC,2011-01-24,,1,2011-01-24,8K_FTS+8K_SUBMISSIONS,,2080,1,,1
1042418,COMMONWEALTH BIOTECHNOLOGIES INC  (INTI),2011-01-25,2008-10-21,3,2008-10-21;2011-01-25;2013-04-18,8K_FTS+8K_SUBMISSIONS,,8731,1,,1
1094572,"ICOP DIGITAL, INC",2011-01-25,,1,2011-01-25,8K_FTS+8K_SUBMISSIONS,,3663,1,,1
1096481,ANGIOTECH PHARMACEUTICALS INC,2011-02-01,,1,2011-02-01,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
897861,FIRST STATE BANCORPORATION,2011-02-01,,1,2011-02-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6022,1,-85,1
1346222,FIRST UNITED ETHANOL LLC,2011-02-02,,1,2011-02-02,8K_FTS+8K_SUBMISSIONS,,2860,1,,1
1452384,"Seahawk Drilling, Inc.",2011-02-11,,1,2011-02-11,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,3,1
1235091,PSB GROUP INC,2011-02-14,,1,2011-02-14,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
96638,ADVANTA CORP,2011-02-16,2009-11-08,2,2009-11-08;2011-02-16,8K_FTS+8K_SUBMISSIONS,,6141,1,,1
940510,"Borders Group, Inc.",2011-02-16,,1,2011-02-16,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5940,1,1,1
754597,HABERSHAM BANCORP,2011-02-23,,1,2011-02-23,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
71322,BANK OF NEW ENGLAND CORP,2011-02-28,2005-03-14,2,2005-03-14;2011-02-28,8K_SUBMISSIONS,,6021.0,1,,1
790414,GOTTSCHALKS INC,2011-03-02,2009-01-14,2,2009-01-14;2011-03-02,8K_FTS+8K_SUBMISSIONS,,5311,1,,1
1289871,MPC CORP,2011-03-14,2008-11-06,2,2008-11-06;2011-03-14,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
1122101,"EPIC ENERGY RESOURCES, INC.",2011-03-24,,1,2011-03-24,8K_FTS+8K_SUBMISSIONS,,8742,1,,1
1076462,ALPHATRADE COM,2011-03-28,,1,2011-03-28,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
1334127,"Harry & David Holdings, Inc.",2011-03-28,,1,2011-03-28,8K_FTS+8K_SUBMISSIONS,,5990,1,,1
1321099,"DigitalPost Interactive, Inc.",2011-04-01,,1,2011-04-01,8K_FTS+8K_SUBMISSIONS,,7374,1,,1
40730,Motors Liquidation Co,2011-04-04,2009-06-01,2,2009-06-01;2011-04-04,8K_FTS+8K_SUBMISSIONS,,3711,1,,1
766004,"Sbarro, Inc.",2011-04-04,,1,2011-04-04,LOPUCKI,11,5812,1,,1
58592,4 KIDS ENTERTAINMENT INC,2011-04-06,,2,2011-04-06;2012-12-19,8K_FTS+8K_SUBMISSIONS,,6794,1,,1
946842,AMBASSADORS INTERNATIONAL INC,2011-04-07,,1,2011-04-07,8K_FTS+8K_SUBMISSIONS,,4700,1,,1
883697,REGEN BIOLOGICS INC,2011-04-11,,1,2011-04-11,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
317477,COMPOSITE TECHNOLOGY CORP,2011-04-11,2005-05-05,2,2005-05-05;2011-04-11,8K_FTS+8K_SUBMISSIONS,,3600,1,,1
1065298,SUPERIOR BANCORP,2011-04-19,,1,2011-04-19,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
19731,CANAL Corp,2011-04-19,2008-12-29,2,2008-12-29;2011-04-19,8K_FTS+8K_SUBMISSIONS,,2650,1,,1
1338949,Majestic Capital Ltd.,2011-04-29,,1,2011-04-29,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6331,1,3,1
705200,PAB BANKSHARES INC,2011-05-02,,1,2011-05-02,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1103078,RASER TECHNOLOGIES INC,2011-05-03,,1,2011-05-03,8K_FTS+8K_SUBMISSIONS,,4911,1,,1
1014133,COMMUNITY CENTRAL BANK CORP,2011-05-04,,1,2011-05-04,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
1014653,PROFILE TECHNOLOGIES INC,2011-05-10,,1,2011-05-10,8K_FTS+8K_SUBMISSIONS,,3559,1,,1
1406081,Guaranty Financial Group Inc.,2011-05-13,2009-08-24,2,2009-08-24;2011-05-13,8K_FTS+8K_SUBMISSIONS,,6035,1,,1
821536,HEARUSA INC,2011-05-19,,1,2011-05-19,8K_FTS+8K_SUBMISSIONS,,5990,1,,1
1313730,"Atlantic Southern Financial Group, Inc.",2011-05-23,,1,2011-05-23,8K_FTS+8K_SUBMISSIONS,,6035,1,,1
1283552,JACKSON HEWITT TAX SERVICE INC,2011-05-24,,1,2011-05-24,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7200,1,0,1
1360581,"FGBC Bancshares, Inc.",2011-05-25,,1,2011-05-25,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
32621,EMERSON RADIO CORP  (MSN),2011-06-01,1993-09-29,2,1993-09-29;2011-06-01,8K_FTS+8K_SUBMISSIONS,,3651,1,,1
1047040,Perkins & Marie Callenders Inc.,2011-06-13,,1,2011-06-13,LOPUCKI,11,5812,1,,1
872545,MCINTOSH BANCSHARES INC /GA/,2011-06-21,,1,2011-06-21,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
830519,EMAX HOLDINGS CORP,2011-06-23,,1,2011-06-23,8K_FTS+8K_SUBMISSIONS,,6770,1,,1
1360214,"TRANSDEL PHARMACEUTICALS INC  (HROW, HROWL, HROWM)",2011-06-27,,1,2011-06-27,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
97052,TELTRONICS INC,2011-06-27,,1,2011-06-27,8K_FTS+8K_SUBMISSIONS,,3661,1,,1
1112485,PRIMEHOLDINGS COM INC,2011-06-27,,1,2011-06-27,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
1056756,NBC ACQUISITION CORP,2011-06-27,,1,2011-06-27,8K_FTS+8K_SUBMISSIONS,,5190,1,,1
1056758,"Nebraska Book Company, Inc.",2011-06-27,,1,2011-06-27,LOPUCKI,11,5190,1,,1
1326160,Duke Energy CORP,2011-07-07,,1,2011-07-07,8K_SUBMISSIONS,,4931.0,1,,1
1162245,FPB BANCORP INC,2011-07-18,,1,2011-07-18,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
1446687,"SILVER STAR PROPERTIES REIT, INC",2011-07-20,,3,2011-07-20;2023-09-14;2026-06-08,8K_SUBMISSIONS,,6500.0,1,,1
804331,Indian Hill Holdings Corp,2011-07-28,2007-02-12,2,2007-02-12;2011-07-28,8K_FTS+8K_SUBMISSIONS,,4813,1,,1
1165921,LAW ENFORCEMENT ASSOCIATES CORP,2011-07-29,,1,2011-07-29,8K_FTS+8K_SUBMISSIONS,,3663,1,,1
764241,INTEGRA BANK CORP,2011-08-01,,1,2011-08-01,8K_FTS+8K_SUBMISSIONS,,6022,1,,1
947397,EVERGREEN SOLAR INC,2011-08-15,,1,2011-08-15,8K_FTS+8K_SUBMISSIONS,,3674,1,,1
1160165,"ShengdaTech, Inc.",2011-08-19,,2,2011-08-19;2012-10-09,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2890,1,4,1
1068084,PRIVATE MEDIA GROUP INC,2011-08-26,,1,2011-08-26,8K_FTS+8K_SUBMISSIONS,,2721,1,,1
1416712,"IRON MINING GROUP, INC.",2011-08-30,,1,2011-08-30,8K_FTS+8K_SUBMISSIONS,,8742,1,,1
744962,NUTRITION 21 INC,2011-08-31,,1,2011-08-31,8K_FTS+8K_SUBMISSIONS,,2836,1,,1
1329069,NewPage Corporation,2011-09-07,,1,2011-09-07,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2621,1,5,1
84919,"RCLC, INC.",2011-09-09,,1,2011-09-09,8K_FTS+8K_SUBMISSIONS,,2890,1,,1
1329068,NewPage Holding CORP,2011-09-12,,1,2011-09-12,8K_FTS+8K_SUBMISSIONS,,2621,1,,1
742814,TELEMETRIX INC,2011-09-16,2008-12-17,2,2008-12-17;2011-09-16,8K_FTS+8K_SUBMISSIONS,,3663,1,,1
1096560,SULPHCO INC,2011-09-16,,1,2011-09-16,8K_FTS+8K_SUBMISSIONS,,1389,1,,1
1108730,PUBLIC MEDIA WORKS INC,2011-09-26,,1,2011-09-26,8K_FTS+8K_SUBMISSIONS,,7812,1,,1
1160084,LOCATEPLUS HOLDINGS CORP,2011-09-26,,1,2011-09-26,8K_FTS+8K_SUBMISSIONS,,7374,1,,1
1043156,STAR BUFFET INC,2011-09-30,,2,2011-09-30;2012-12-20,8K_FTS+8K_SUBMISSIONS,,5812,1,,1
835012,COMMONWEALTH BANKSHARES INC,2011-09-30,,1,2011-09-30,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
1289480,"Real Mex Restaurants, Inc.",2011-10-04,,1,2011-10-04,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5810,1,0,1
777516,"Healthsport, Inc.",2011-10-06,,1,2011-10-06,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
833203,Wyndstorm CORP,2011-10-13,,1,2011-10-13,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
16104,CAGLES INC,2011-10-20,,1,2011-10-20,8K_FTS+8K_SUBMISSIONS,,2015,1,,1
935724,PMI GROUP INC,2011-10-24,,2,2011-10-24;2013-07-29,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6351,1,-30,1
51939,CORUS BANKSHARES INC,2011-10-28,2009-09-16,2,2009-09-16;2011-10-28,8K_FTS+8K_SUBMISSIONS,,6021,1,,1
1103345,BEACON POWER CORP,2011-10-31,,1,2011-10-31,8K_FTS+8K_SUBMISSIONS,,4911,1,,1
1144834,KAISER VENTURES LLC,2011-10-31,,2,2011-10-31;2013-08-19,8K_FTS+8K_SUBMISSIONS,,6519,1,,1
