cik,company,event_date,prior_event_date,n_events,all_event_dates,source,chapter,sic,is_primary_filer,date_discrepancy_days,in_window
1114241,INYX INC,2007-07-03,,1,2007-07-03,8K_SUBMISSIONS,,2834.0,1,,0
1143799,MEDICOR LTD,2007-07-03,,1,2007-07-03,8K_SUBMISSIONS,,3842.0,1,,0
1061985,CONSOLIDATED ENERGY INC,2007-07-17,,1,2007-07-17,8K_SUBMISSIONS,,1220.0,1,,0
1400428,Alliance Bancorp Trust 2007-OA1,2007-07-19,,1,2007-07-19,8K_SUBMISSIONS,,6189.0,1,,0
1104332,"Oasys Mobile, Inc.",2007-07-19,,1,2007-07-19,8K_SUBMISSIONS,,7389.0,1,,0
1054524,HYDROMAID INTERNATIONAL INC,2007-07-30,,1,2007-07-30,8K_SUBMISSIONS,,3630.0,1,,0
770944,Bally Total Fitness Holding Corporation (2007),2007-07-31,,2,2007-07-31;2008-12-03,8K_SUBMISSIONS+LOPUCKI,11,7997,1,1,0
1256536,American Home Mortgage Investment Corp.,2007-08-06,,1,2007-08-06,8K_SUBMISSIONS+LOPUCKI,11,6798,1,3,0
1398201,Lehman XS Trust Series 2007-7N,2007-08-08,,1,2007-08-08,8K_SUBMISSIONS,,6189.0,1,,0
1406223,Lehman XS Trust Series 2007-15N,2007-08-08,,1,2007-08-08,8K_SUBMISSIONS,,6189.0,1,,0
1400122,HSI Asset Loan Obligation Trust 2007-1,2007-08-09,,1,2007-08-09,8K_SUBMISSIONS,,6189.0,1,,0
1390267,Morgan Stanley Mortgage Loan Trust 2007-3XS,2007-08-09,,1,2007-08-09,8K_SUBMISSIONS,,6189.0,1,,0
1385542,HSI Asset Loan Obligation Trust 2007-AR1,2007-08-09,,1,2007-08-09,8K_SUBMISSIONS,,6189.0,1,,0
1386631,Morgan Stanley Mortgage Loan Trust 2007-1XS,2007-08-09,,1,2007-08-09,8K_SUBMISSIONS,,6189.0,1,,0
1283683,HomeBanc Corp.,2007-08-09,,1,2007-08-09,8K_SUBMISSIONS+LOPUCKI,11,6798,1,6,0
1386632,Morgan Stanley Mortgage Loan Trust 2007-2AX,2007-08-09,,1,2007-08-09,8K_SUBMISSIONS,,6189.0,1,,0
1391525,HarborView 2007-2,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1393820,Morgan Stanley Mortgage Loan Trust 2007-6XS,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1393861,American Home Mortgage Investment Trust 2007-1,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1397057,Morgan Stanley Mortgage Loan Trust 2007-7AX,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1399234,American Home Mortgage Assets Trust 2007-3,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1398650,J.P. Morgan Alternative Loan Trust 2007-S1,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1387942,Banc of America Funding 2007-2 Trust,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1365771,American Home Mortgage Investment Trust 2006-2,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1400323,American Home Mortgage Assets Trust 2007-4,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1399246,J.P. Morgan Mortgage Trust 2007-S2,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1390268,Morgan Stanley Mortgage Loan Trust 2007-5AX,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1398425,Banc of America Funding 2007-D Trust,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1388741,American Home Mortgage Assets Trust 2007-2,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1397518,Banc of America Funding 2007-4 Trust,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1394487,American Home Mortgage Investment Trust 2007-2,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1376118,American Home Mortgage Investment Trust 2006-3,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1385205,Banc of America Funding 2007-1 Trust,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1401131,Morgan Stanley Mortgage Loan Trust 2007-8XS,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1403651,HarborView 2007-5,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1406911,J.P. Morgan Mortgage Trust 2007-S3,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1385543,Banc of America Funding 2007-A Trust,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1403922,American Home Mortgage Assets Trust 2007-5,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1357174,American Home Mortgage Investment Trust 2006-1,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1392147,Banc of America Funding 2007-3 Trust,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1386062,American Home Mortgage Assets Trust 2007-1,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1379905,MASTR Adjustable Rate Mortgages Trust 2007-1,2007-08-10,,1,2007-08-10,8K_SUBMISSIONS,,6189.0,1,,0
1394855,HomeBanc 2007-1,2007-08-14,,1,2007-08-14,8K_SUBMISSIONS,,6189.0,1,,0
1385492,SACO I Trust 2007-1,2007-08-16,,1,2007-08-16,8K_SUBMISSIONS,,6189.0,1,,0
103341,QUAKER FABRIC CORP /DE/,2007-08-17,,1,2007-08-17,8K_SUBMISSIONS,,2221.0,1,,0
1125052,"Halo Technology Holdings, Inc.",2007-08-21,,1,2007-08-21,8K_SUBMISSIONS,,7372.0,1,,0
744106,FEDDERS CORP /DE,2007-08-28,,1,2007-08-28,8K_SUBMISSIONS,,3585.0,1,,0
1097805,UNIVERSAL FOOD & BEVERAGE COMPNY,2007-09-04,,1,2007-09-04,8K_SUBMISSIONS,,2870.0,1,,0
1006868,LONG ISLAND PHYSICIAN HOLDINGS CORP,2007-09-07,,1,2007-09-07,8K_SUBMISSIONS,,8000.0,1,,0
1119190,"TAP REAL ESTATE TECHNOLOGIES, INC.",2007-09-07,,1,2007-09-07,8K_SUBMISSIONS,,5000.0,1,,0
1102542,SCO GROUP INC,2007-09-14,,2,2007-09-14;2009-08-06,8K_SUBMISSIONS,,7372.0,1,,0
791115,COACH INDUSTRIES GROUP INC,2007-09-21,,1,2007-09-21,8K_SUBMISSIONS,,3711.0,1,,0
1061029,BRAVO! BRANDS INC.,2007-09-21,,1,2007-09-21,8K_SUBMISSIONS,,2020.0,1,,0
96287,BOMBAY CO INC,2007-09-26,,1,2007-09-26,8K_SUBMISSIONS,,5712.0,1,,0
1132590,"GEM SOLUTIONS, INC.",2007-09-27,,1,2007-09-27,8K_SUBMISSIONS,,7373.0,1,,0
1035826,NETBANK INC,2007-09-28,,1,2007-09-28,8K_SUBMISSIONS+LOPUCKI,11,6036.0,1,0,0
1046859,"Remy International, Inc.",2007-10-08,,1,2007-10-08,LOPUCKI,11,3714,1,,0
19161,CHAMPION PARTS INC,2007-10-10,,1,2007-10-10,8K_SUBMISSIONS,,3714.0,1,,0
1364796,"Southland Health Services, Inc.",2007-10-15,,1,2007-10-15,8K_SUBMISSIONS,,4100.0,1,,0
901696,MTI TECHNOLOGY CORP,2007-10-19,,1,2007-10-19,8K_SUBMISSIONS,,3572.0,1,,0
785081,VIRAGEN INTERNATIONAL INC,2007-10-23,,1,2007-10-23,8K_SUBMISSIONS,,2836.0,1,,0
353482,VIRAGEN INC,2007-10-23,,1,2007-10-23,8K_SUBMISSIONS,,2836.0,1,,0
311871,POPE & TALBOT INC /DE/,2007-10-29,,1,2007-10-29,8K_SUBMISSIONS+LOPUCKI,11,2611.0,1,-21,0
894544,CHANCELLOR GROUP INC.,2007-11-02,,1,2007-11-02,8K_SUBMISSIONS,,1311.0,1,,0
820408,AMERICAN BUSINESS CORP,2007-11-02,,1,2007-11-02,8K_SUBMISSIONS,,4213.0,1,,0
1096050,GLOBAL ENTERTAINMENT HOLDINGS/EQUITIES INC,2007-11-07,,1,2007-11-07,8K_SUBMISSIONS,,7829.0,1,,0
1133324,INPHONIC INC,2007-11-08,,1,2007-11-08,8K_SUBMISSIONS+LOPUCKI,11,4899.0,1,0,0
23778,"Convergence Ethanol, Inc.",2007-11-15,,1,2007-11-15,8K_SUBMISSIONS,,2860.0,1,,0
1023139,EAGLE BROADBAND INC,2007-11-15,,1,2007-11-15,8K_SUBMISSIONS,,3663.0,1,,0
769591,"Nayna Networks, Inc.",2007-11-27,,1,2007-11-27,8K_SUBMISSIONS,,3576.0,1,,0
799097,SAN HOLDINGS INC,2007-11-27,,1,2007-11-27,8K_SUBMISSIONS,,3572.0,1,,0
1389053,"Fieldstone Mortgage Investment Trust, Series 2007-1",2007-11-29,,1,2007-11-29,8K_SUBMISSIONS,,6189.0,1,,0
1075043,PATRON SYSTEMS INC,2007-11-30,,1,2007-11-30,8K_SUBMISSIONS,,7372.0,1,,0
1398424,C-BASS 2007-CB5 Trust,2007-12-06,,1,2007-12-06,8K_SUBMISSIONS,,6189.0,1,,0
1285206,"SVI Media, Inc.",2007-12-10,,1,2007-12-10,8K_SUBMISSIONS,,4813.0,1,,0
1021848,DELTA FINANCIAL CORP,2007-12-17,,1,2007-12-17,8K_SUBMISSIONS+LOPUCKI,11,6163.0,1,0,0
1316826,Synova Healthcare Group Inc,2007-12-20,,1,2007-12-20,8K_SUBMISSIONS,,2835.0,1,,0
1390630,Renaissance Home Equity Loan Trust 2007-1,2007-12-21,,1,2007-12-21,8K_SUBMISSIONS,,6189.0,1,,0
1399311,Renaissance Home Equity Loan Trust 2007-2,2007-12-21,,1,2007-12-21,8K_SUBMISSIONS,,6189.0,1,,0
1410177,Renaissance Home Equity Loan Trust 2007-3,2007-12-21,,1,2007-12-21,8K_SUBMISSIONS,,6189.0,1,,0
851199,SIRICOMM INC,2007-12-26,,1,2007-12-26,8K_SUBMISSIONS,,7372.0,1,,0
841866,AMS HEALTH SCIENCES INC,2008-01-02,,1,2008-01-02,8K_SUBMISSIONS,,5099.0,1,,0
46043,HARVEY ELECTRONICS INC,2008-01-04,,1,2008-01-04,8K_SUBMISSIONS,,5731.0,1,,0
784932,SURETY CAPITAL CORP /DE/,2008-01-08,,1,2008-01-08,8K_SUBMISSIONS,,6021.0,1,,0
351917,U S ENERGY SYSTEMS INC,2008-01-16,,1,2008-01-16,8K_SUBMISSIONS,,4900.0,1,,0
1311803,"Propex, Inc.",2008-01-18,,1,2008-01-18,8K_SUBMISSIONS+LOPUCKI,11,2221,1,6,0
1292731,"Buffets Holdings, Inc.",2008-01-22,,2,2008-01-22;2009-04-28,8K_SUBMISSIONS+LOPUCKI,11,5812,1,3,0
716101,HYDROGEN POWER INC,2008-01-25,,1,2008-01-25,8K_SUBMISSIONS,,2810.0,1,,0
1046578,"TOUSA, Inc.",2008-01-29,,1,2008-01-29,8K_SUBMISSIONS+LOPUCKI,11,1520,1,2,0
1311953,"Summit Global Logistics, Inc.",2008-01-30,,1,2008-01-30,8K_SUBMISSIONS,,7822.0,1,,0
703901,VIROPRO INC,2008-02-04,,1,2008-02-04,8K_SUBMISSIONS,,6794.0,1,,0
1181232,"Sirva, Inc.",2008-02-05,,1,2008-02-05,8K_SUBMISSIONS+LOPUCKI,11,4213,1,6,0
1035270,CORNERSTONE MINISTRIES INVESTMENTS INC,2008-02-12,,1,2008-02-12,8K_SUBMISSIONS,,6199.0,1,,0
811696,Sharper Image Corporation,2008-02-19,,1,2008-02-19,8K_SUBMISSIONS+LOPUCKI,11,5940,1,2,0
812708,"Wellman, Inc.",2008-02-22,,1,2008-02-22,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2820,1,6,0
881468,SPATIALIGHT INC,2008-02-25,,1,2008-02-25,8K_SUBMISSIONS,,3861.0,1,,0
1124566,Ziff Davis Holdings Inc.,2008-03-05,,1,2008-03-05,LOPUCKI,11,2721,1,,0
1060791,LEXINGTON RESOURCES INC,2008-03-11,,1,2008-03-11,8K_SUBMISSIONS,,1311.0,1,,0
1299966,"Black Raven Energy, Inc.",2008-03-12,,1,2008-03-12,8K_FTS+8K_SUBMISSIONS,,1382.0,1,,0
1172939,CenterStaging Corp.,2008-03-12,,1,2008-03-12,8K_SUBMISSIONS,,7389.0,1,,0
1095079,ARTISTDIRECT INC,2008-03-12,,1,2008-03-12,8K_SUBMISSIONS,,7389.0,1,,0
1074874,DIOMED HOLDINGS INC,2008-03-14,,1,2008-03-14,8K_SUBMISSIONS,,3841.0,1,,0
1070630,THINKPATH INC,2008-03-14,,1,2008-03-14,8K_SUBMISSIONS,,7370.0,1,,0
1132784,GALAXY ENERGY CORP,2008-03-17,,1,2008-03-17,8K_SUBMISSIONS,,1311.0,1,,0
1123606,SEQUIAM CORP,2008-03-20,,1,2008-03-20,8K_SUBMISSIONS,,7373.0,1,,0
1343611,"ETHANEX ENERGY, INC.",2008-03-27,,1,2008-03-27,8K_SUBMISSIONS,,2860.0,1,,0
1020676,ATMOSPHERIC GLOW TECHNOLOGIES INC,2008-03-28,,1,2008-03-28,8K_SUBMISSIONS,,8711.0,1,,0
887433,AMPEX CORP /DE/,2008-03-31,,1,2008-03-31,8K_SUBMISSIONS,,3663.0,1,,0
12570,LEXINGTON PRECISION CORP,2008-04-03,,1,2008-04-03,8K_SUBMISSIONS,,3060.0,1,,0
703799,"ViCorp Restaurants, Inc.",2008-04-03,,1,2008-04-03,8K_SUBMISSIONS+LOPUCKI,11,5812,1,5,0
1351548,"Frontier Airlines Holdings, Inc. (2008)",2008-04-10,,1,2008-04-10,8K_SUBMISSIONS+LOPUCKI,11,4512,1,5,0
1236038,REDENVELOPE INC,2008-04-18,,1,2008-04-18,8K_SUBMISSIONS,,5940.0,1,,0
797329,FASHION HOUSE HOLDINGS INC,2008-04-22,,1,2008-04-22,8K_SUBMISSIONS,,5600.0,1,,0
1357062,"Kimball Hill, Inc.",2008-04-23,,1,2008-04-23,8K_SUBMISSIONS+LOPUCKI,11,1531,1,6,0
1372326,Superior Offshore International Inc.,2008-04-25,,1,2008-04-25,8K_SUBMISSIONS,,1389.0,1,,0
1114908,"Challenger Powerboats, Inc.",2008-04-28,,1,2008-04-28,8K_SUBMISSIONS,,3730.0,1,,0
797448,VERSO TECHNOLOGIES INC,2008-04-29,,1,2008-04-29,8K_SUBMISSIONS,,7373.0,1,,0
1303565,"Tarpon Industries, Inc.",2008-04-30,,1,2008-04-30,8K_SUBMISSIONS,,3317.0,1,,0
1023052,LINENS N THINGS INC,2008-05-02,,1,2008-05-02,8K_FTS+8K_SUBMISSIONS,,5700.0,1,,0
1366909,"Linens 'N Things Center, Inc.",2008-05-02,,1,2008-05-02,8K_FTS+8K_SUBMISSIONS,,5700,1,,0
1366913,Linens Holding Co.,2008-05-02,,1,2008-05-02,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5700.0,1,0,0
1401300,"Tropicana Entertainment, LLC",2008-05-06,,1,2008-05-06,8K_SUBMISSIONS,,7011.0,1,,0
1404940,JMBS Casino LLC,2008-05-06,,1,2008-05-06,8K_SUBMISSIONS,,,1,,0
1404834,CP Laughlin Realty LLC,2008-05-06,,1,2008-05-06,8K_SUBMISSIONS,,,1,,0
1404839,Tropicana Finance Corp,2008-05-06,,1,2008-05-06,8K_SUBMISSIONS,,,1,,0
1404831,Columbia Properties Vicksburg LLC,2008-05-06,,1,2008-05-06,8K_SUBMISSIONS,,,1,,0
1219584,"Smart Comm International, Ltd.",2008-05-16,,1,2008-05-16,8K_SUBMISSIONS,,3669.0,1,,0
887701,NORTH AMERICAN PALLADIUM LTD,2008-05-19,,1,2008-05-19,8K_SUBMISSIONS,,1000.0,1,,0
1017156,STEAKHOUSE PARTNERS INC,2008-05-20,,1,2008-05-20,8K_SUBMISSIONS,,5812.0,1,,0
1117258,SECURITY INTELLIGENCE TECHNOLOGIES INC,2008-06-02,,1,2008-06-02,8K_SUBMISSIONS,,3990.0,1,,0
789878,"AVASOFT, INC.",2008-06-02,,1,2008-06-02,8K_SUBMISSIONS,,5400.0,1,,0
859747,1PM Industries,2008-06-03,,1,2008-06-03,8K_SUBMISSIONS,,2000.0,1,,0
1261482,DISTRIBUTED ENERGY SYSTEMS CORP,2008-06-06,,1,2008-06-06,8K_SUBMISSIONS,,4911.0,1,,0
1083132,IMMUNICON CORP,2008-06-11,,1,2008-06-11,8K_SUBMISSIONS,,3826.0,1,,0
1104161,IMPART MEDIA GROUP INC,2008-06-12,,1,2008-06-12,8K_FTS+8K_SUBMISSIONS,,8741.0,1,,0
1368154,TEKOIL & GAS CORP,2008-06-12,,1,2008-06-12,8K_SUBMISSIONS,,1389.0,1,,0
945489,BELL INDUSTRIES INC /NEW/,2008-06-19,,1,2008-06-19,8K_SUBMISSIONS,,5065.0,1,,0
1138173,SHEARSON FINANCIAL NETWORK INC,2008-06-19,,1,2008-06-19,8K_FTS+8K_SUBMISSIONS,,6199.0,1,,0
1368147,"Whitehall Jewelers Holdings, Inc.",2008-06-23,,1,2008-06-23,8K_SUBMISSIONS,,5944.0,1,,0
1232229,SYNTAX-BRILLIAN CORP,2008-07-08,,1,2008-07-08,8K_SUBMISSIONS+LOPUCKI,11,3663.0,1,0,0
1192069,"PPJ ENTERPRISE, INC.",2008-07-14,,1,2008-07-14,8K_SUBMISSIONS,,7389.0,1,,0
773468,INDYMAC BANCORP INC,2008-07-15,,1,2008-07-15,8K_SUBMISSIONS+LOPUCKI,7,6035.0,1,-16,0
67494,"Pierre Foods, Inc.",2008-07-15,,1,2008-07-15,LOPUCKI,11,2013,1,,0
1125557,"POWDER RIVER PETROLEUM INTERNATIONAL, INC.",2008-07-15,,1,2008-07-15,8K_SUBMISSIONS,,1311.0,1,,0
1426383,BCAP LLC Trust 2008-IND1,2008-07-16,,1,2008-07-16,8K_SUBMISSIONS,,6189.0,1,,0
1431095,BCAP LLC Trust 2008-IND2,2008-07-16,,1,2008-07-16,8K_SUBMISSIONS,,6189.0,1,,0
1127005,"PGMI, INC.",2008-07-16,,1,2008-07-16,8K_SUBMISSIONS,,7900.0,1,,0
1051009,SHOE PAVILION INC,2008-07-16,,1,2008-07-16,8K_SUBMISSIONS,,5661.0,1,,0
13156,"Galaxy Gaming, Inc.",2008-07-18,,1,2008-07-18,8K_FTS+8K_SUBMISSIONS,,7900.0,1,,0
1392091,"Blueknight Energy Partners, L.P.",2008-07-22,,1,2008-07-22,8K_SUBMISSIONS,,4610.0,1,,0
906337,PM Liquidating Corp.,2008-07-23,,1,2008-07-23,8K_SUBMISSIONS,,7374.0,1,,0
1357800,"Fearless International, Inc.",2008-07-25,,1,2008-07-25,8K_SUBMISSIONS,,8742.0,1,,0
720145,CIPRICO INC,2008-07-28,,1,2008-07-28,8K_SUBMISSIONS,,3576.0,1,,0
1079797,New Century Energy Corp.,2008-07-29,,1,2008-07-29,8K_SUBMISSIONS,,1311.0,1,,0
1137778,"WCI Communities, Inc.",2008-08-04,,1,2008-08-04,8K_SUBMISSIONS+LOPUCKI,11,1531,1,2,0
1343957,"BAXL Holdings, Inc.",2008-08-06,,1,2008-08-06,8K_SUBMISSIONS,,3669.0,1,,0
843494,"ASCENDIA BRANDS, INC.",2008-08-08,,1,2008-08-08,8K_SUBMISSIONS,,2844.0,1,,0
1013453,"VALCOM, INC",2008-08-15,,1,2008-08-15,8K_SUBMISSIONS,,7819.0,1,,0
1051985,"Flagship Global Health, Inc.",2008-08-20,,1,2008-08-20,8K_SUBMISSIONS,,8090.0,1,,0
1003515,"Hines Horticulture, Inc.",2008-08-20,,1,2008-08-20,LOPUCKI,11,100,1,,0
935066,SHELLS SEAFOOD RESTAURANTS INC,2008-09-03,,1,2008-09-03,8K_SUBMISSIONS,,5812.0,1,,0
788983,PORTOLA PACKAGING INC,2008-09-03,,1,2008-09-03,8K_SUBMISSIONS,,3089.0,1,,0
1045151,CLICKABLE ENTERPRISES INC,2008-09-04,,1,2008-09-04,8K_SUBMISSIONS,,5900.0,1,,0
1103764,INTEGRITY BANCSHARES INC,2008-09-04,,1,2008-09-04,8K_SUBMISSIONS+LOPUCKI,7,6021.0,1,-36,0
1236309,"Luminent Mortgage Capital, Inc.",2008-09-05,,1,2008-09-05,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,3,0
1016546,ALTAIR NANOTECHNOLOGIES INC,2008-09-05,,1,2008-09-05,8K_SUBMISSIONS,,2890.0,1,,0
1362719,Silver State Bancorp,2008-09-09,,1,2008-09-09,8K_SUBMISSIONS+LOPUCKI,7,6022.0,1,-119,0
1026214,FEDERAL HOME LOAN MORTGAGE CORP,2008-09-11,,1,2008-09-11,8K_SUBMISSIONS,,6111.0,1,,0
310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,2008-09-11,,1,2008-09-11,8K_SUBMISSIONS,,6111.0,1,,0
885475,Eco-Shift Power Corp.,2008-09-16,,1,2008-09-16,8K_SUBMISSIONS,,7200.0,1,,0
884719,FOCUS ENHANCEMENTS INC,2008-09-17,,1,2008-09-17,8K_SUBMISSIONS,,3576.0,1,,0
1430996,Structured Adjustable Rate Mortgage Loan Trust Series 2008-1,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1421732,Structured Asset Securities CORP Mortgage Loan Trust 2007-BC4,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1421105,BNC CORP Mortgage Loan Trust 2007-BNC4,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1443002,Lehman Mortgage Trust 2008-6,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1437073,Lehman Mortgage Trust 2008-4,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1426082,Lehman Mortgage Trust 2008-2,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1436222,Structured Adjustable Rate Mortgage Loan Trust Series 2008-2,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1436329,Lehman Mortgage Trust 2008-3,2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,6189.0,1,,0
1360849,"RedRoller Holdings, Inc.",2008-09-18,,1,2008-09-18,8K_SUBMISSIONS,,7389.0,1,,0
1341853,Lehman Brothers Holdings E-Capital LLC I,2008-09-19,,1,2008-09-19,8K_SUBMISSIONS,,6211.0,1,,0
1341854,Lehman Brothers Holdings E-Capital Trust I,2008-09-19,,1,2008-09-19,8K_SUBMISSIONS,,6211.0,1,,0
1374993,NextWave Wireless Inc.,2008-10-02,,1,2008-10-02,8K_SUBMISSIONS,,3663.0,1,,0
773937,SEREFEX CORP,2008-10-06,,1,2008-10-06,8K_FTS+8K_SUBMISSIONS,,2670.0,1,,0
1107601,ATHEROGENICS INC,2008-10-07,,1,2008-10-07,8K_FTS+8K_SUBMISSIONS,,2834.0,1,,0
1425053,Wells Fargo Mortgage Backed Securities 2008-AR2 Trust,2008-10-09,,1,2008-10-09,8K_SUBMISSIONS,,6189.0,1,,0
1109279,TVIA INC,2008-10-16,,1,2008-10-16,8K_FTS+8K_SUBMISSIONS,,3674.0,1,,0
1315054,"WorldSpace, Inc.",2008-10-17,,1,2008-10-17,LOPUCKI,11,4832,1,,0
1124394,HydroGen CORP,2008-10-23,,1,2008-10-23,8K_SUBMISSIONS,,3510.0,1,,0
1084557,TASKER PRODUCTS CORP,2008-10-24,,1,2008-10-24,8K_SUBMISSIONS,,2844.0,1,,0
834408,Brooke Corporation,2008-10-28,,1,2008-10-28,8K_SUBMISSIONS+LOPUCKI,11,6411,1,1,0
1082084,BROOKE CAPITAL CORP,2008-10-29,,1,2008-10-29,8K_SUBMISSIONS,,6311.0,1,,0
1343202,VeraSun Energy Corporation,2008-10-31,,1,2008-10-31,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2860,1,6,0
1178818,Storm Cat Energy CORP,2008-11-10,,1,2008-11-10,8K_SUBMISSIONS,,1311.0,1,,0
1207070,FRANKLIN BANK CORP,2008-11-10,,1,2008-11-10,8K_SUBMISSIONS+LOPUCKI,7,6036.0,1,-2,0
1092050,MICROISLET INC,2008-11-14,,1,2008-11-14,8K_SUBMISSIONS,,2836.0,1,,0
889992,"Forticell BioScience, Inc.",2008-11-21,,1,2008-11-21,8K_FTS+8K_SUBMISSIONS,,3841.0,1,,0
726513,"Lenox Group, Inc.",2008-11-23,,1,2008-11-23,8K_SUBMISSIONS+LOPUCKI,11,2711,1,18,0
935063,DOWNEY FINANCIAL CORP,2008-11-24,,1,2008-11-24,8K_SUBMISSIONS+LOPUCKI,7,6035.0,1,-1,0
1004969,PFF BANCORP INC,2008-11-24,,1,2008-11-24,8K_SUBMISSIONS+LOPUCKI,11,6035.0,1,-11,0
877355,"LandAmerica Financial Group, Inc.",2008-11-26,,1,2008-11-26,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6361,1,5,0
802481,Pilgrims Pride Corporation,2008-12-01,,2,2008-12-01;2009-12-10,8K_SUBMISSIONS+LOPUCKI,11,2015,1,3,0
1349120,"Hawaiian Telcom Communications, Inc.",2008-12-01,,1,2008-12-01,8K_SUBMISSIONS+LOPUCKI,11,4813.0,1,0,0
1351197,ARTES MEDICAL INC,2008-12-02,,1,2008-12-02,8K_SUBMISSIONS,,3841.0,1,,0
1098278,PLATINA ENERGY GROUP INC.,2008-12-03,,1,2008-12-03,8K_SUBMISSIONS,,1311.0,1,,0
1074436,"a21, Inc.",2008-12-04,,1,2008-12-04,8K_FTS+8K_SUBMISSIONS,,7389.0,1,,0
1018710,INTROGEN THERAPEUTICS INC,2008-12-05,,1,2008-12-05,8K_SUBMISSIONS,,2834.0,1,,0
1097181,MOLECULAR IMAGING CORP,2008-12-09,,1,2008-12-09,8K_SUBMISSIONS,,5047.0,1,,0
1024132,FIRST GEORGIA COMMUNITY CORP,2008-12-11,,1,2008-12-11,8K_SUBMISSIONS,,6022.0,1,,0
1327012,Equity Media Holdings CORP,2008-12-12,,1,2008-12-12,8K_SUBMISSIONS,,4833.0,1,,0
1100981,VUBOTICS INC,2008-12-12,,1,2008-12-12,8K_SUBMISSIONS,,7372.0,1,,0
87050,Neonode Inc.,2008-12-15,,1,2008-12-15,8K_SUBMISSIONS,,3679.0,1,,0
1089775,"THEATER XTREME ENTERTAINMENT GROUP, INC",2008-12-16,,1,2008-12-16,8K_SUBMISSIONS,,5731.0,1,,0
1201259,"Performing Brands, Inc.",2008-12-19,,1,2008-12-19,8K_SUBMISSIONS,,2086.0,1,,0
1379926,"Last Mile Logistics Group, Inc.",2008-12-22,,1,2008-12-22,8K_SUBMISSIONS,,4210.0,1,,0
926229,SCANTEK MEDICAL INC,2008-12-31,,1,2008-12-31,8K_SUBMISSIONS,,5047.0,1,,0
1309237,Ausam Energy Corp,2009-01-05,,1,2009-01-05,8K_FTS+8K_SUBMISSIONS,,1311,1,,0
842635,Lyondell Chemical Company,2009-01-06,,1,2009-01-06,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2860,1,1,0
1081158,EQUISTAR CHEMICALS LP,2009-01-07,,1,2009-01-07,8K_FTS+8K_SUBMISSIONS,,2870,1,,0
1018099,MILLENNIUM CHEMICALS INC,2009-01-07,,1,2009-01-07,8K_FTS+8K_SUBMISSIONS,,2810,1,,0
